,country,source_organization,source_document,geographic_unit_full_name,geographic_unit_name,fnid,admin_0,admin_1,admin_2,admin_3,admin_4,population_group,crop_production_system,start_date,period_date,season_name,season_type,season_date,season_year,planting_start_date,planting_end_date,harvest_start_date,harvest_end_date,vegetative_start_date,vegetative_end_date,reproductive_start_date,reproductive_end_date,document_type,preference_rating,indicator_group,indicator,status,value,population,value_per_capita,product,country_code,locality_name,unit,unit_name,cpcv2,cpcv2_description,geographic_group,fewsnet_region,id,datacollectionperiod,datacollection,datasourcedocument,datasourceorganization,indicator_abbreviation,locality,geographic_unit,season,dataseries,dataseries_name,specialization_type,dataseries_specialization_type,data_usage_policy,created,modified,status_changed,collection_status,collection_status_changed,collection_schedule,collection_date,publication_name,submitted_by
3438,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2020-04-01,2020-04-30,Summer,Harvest,2020-04-30,Summer 2020,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,1200.0,1075671.0,0.0011155827385882857,Groundnuts (In Shell),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01422AA,"Groundnuts in shell, not specified",Southern Africa,International,39865410,356117,366529,2499,838,crop:planted,116609,29869,738,7707896,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01422AA / Groundnuts (In Shell): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:14,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2020-04-30,"RSA Statistics Directorate database, South Africa",
3439,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2020-04-01,2020-04-30,Summer,Harvest,2020-04-30,Summer 2020,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,1200.0,1075671.0,0.0011155827385882857,Sunflower Seed,ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01445AA,"Sunflower, unspecified",Southern Africa,International,39865411,356117,366529,2499,838,crop:planted,116609,29869,738,7707901,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01445AA / Sunflower Seed: Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:14,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2020-04-30,"RSA Statistics Directorate database, South Africa",
3440,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2019-12-01,2019-12-31,Winter,Harvest,2019-04-01,Winter 2019,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,6800.0,1063794.0,0.006392215034113748,Barley (Unspecified),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01152AA,"Barley grain, unspecified",Southern Africa,International,39865397,356114,366526,2499,838,crop:planted,116609,29869,739,7707903,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01152AA / Barley (Unspecified): Winter: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2019-12-31,"RSA Statistics Directorate database, South Africa",
3441,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2019-12-01,2019-12-31,Winter,Harvest,2019-04-01,Winter 2019,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,37500.0,1063794.0,0.03525118584989199,Wheat Grain,ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01112AA,"Wheat grain, other",Southern Africa,International,39865393,356114,366526,2499,838,crop:planted,116609,29869,739,7707895,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01112AA / Wheat Grain: Winter: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2019-12-31,"RSA Statistics Directorate database, South Africa",
3442,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2019-12-01,2019-12-31,Winter,Harvest,2019-04-01,Winter 2019,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,0.0,1063794.0,0.0,Oats (Unspecified),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01172AA,"Oats, grain, unspecified",Southern Africa,International,39865398,356114,366526,2499,838,crop:planted,116609,29869,739,7707904,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01172AA / Oats (Unspecified): Winter: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2019-12-31,"RSA Statistics Directorate database, South Africa",
3443,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2019-04-01,2019-04-30,Summer,Harvest,2019-04-30,Summer 2019,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,1000.0,1063794.0,0.0009400316226637864,Beans (mixed),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01701AA,Common bean family,Southern Africa,International,39865402,356115,366527,2499,838,crop:planted,116609,29869,738,7707902,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01701AA / Beans (mixed): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2019-04-30,"RSA Statistics Directorate database, South Africa",
3444,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2019-04-01,2019-04-30,Summer,Harvest,2019-04-30,Summer 2019,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,950.0,1063794.0,0.0008930300415305971,Sunflower Seed,ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01445AA,"Sunflower, unspecified",Southern Africa,International,39865401,356115,366527,2499,838,crop:planted,116609,29869,738,7707901,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01445AA / Sunflower Seed: Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2019-04-30,"RSA Statistics Directorate database, South Africa",
3445,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2019-04-01,2019-04-30,Summer,Harvest,2019-04-30,Summer 2019,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,1200.0,1063794.0,0.0011280379471965438,Groundnuts (In Shell),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01422AA,"Groundnuts in shell, not specified",Southern Africa,International,39865400,356115,366527,2499,838,crop:planted,116609,29869,738,7707896,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01422AA / Groundnuts (In Shell): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2019-04-30,"RSA Statistics Directorate database, South Africa",
3446,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2019-04-01,2019-04-30,Summer,Harvest,2019-04-30,Summer 2019,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,1550.0,1063794.0,0.0014570490151288688,Soybean (unspecified),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01412AA,"Oilseed, Soybean",Southern Africa,International,39865399,356115,366527,2499,838,crop:planted,116609,29869,738,7707900,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01412AA / Soybean (unspecified): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2019-04-30,"RSA Statistics Directorate database, South Africa",
3447,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2019-04-01,2019-04-30,Summer,Harvest,2019-04-30,Summer 2019,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,0.0,1063794.0,0.0,Sorghum,ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01142AA,"Sorghum grain, other",Southern Africa,International,39865396,356115,366527,2499,838,crop:planted,116609,29869,738,7707899,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01142AA / Sorghum: Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2019-04-30,"RSA Statistics Directorate database, South Africa",
3448,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2019-04-01,2019-04-30,Summer,Harvest,2019-04-30,Summer 2019,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,3400.0,1063794.0,0.003196107517056874,Maize Grain (White),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01122AC,"Maize grain (corn), other, white",Southern Africa,International,39865395,356115,366527,2499,838,crop:planted,116609,29869,738,7707898,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01122AC / Maize Grain (White): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2019-04-30,"RSA Statistics Directorate database, South Africa",
3449,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2019-04-01,2019-04-30,Summer,Harvest,2019-04-30,Summer 2019,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,43500.0,1063794.0,0.04089137558587471,Maize Grain (Yellow),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01122AB,"Maize grain (corn), other, yellow",Southern Africa,International,39865394,356115,366527,2499,838,crop:planted,116609,29869,738,7707897,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01122AB / Maize Grain (Yellow): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2019-04-30,"RSA Statistics Directorate database, South Africa",
3450,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2018-12-01,2018-12-31,Winter,Harvest,2018-04-01,Winter 2018,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,5400.0,1052299.0,0.005131621335761034,Barley (Unspecified),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01152AA,"Barley grain, unspecified",Southern Africa,International,39865387,356112,366524,2499,838,crop:planted,116609,29869,739,7707903,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01152AA / Barley (Unspecified): Winter: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2018-12-31,"RSA Statistics Directorate database, South Africa",
3451,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2018-12-01,2018-12-31,Winter,Harvest,2018-04-01,Winter 2018,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,38000.0,1052299.0,0.036111409399799864,Wheat Grain,ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01112AA,"Wheat grain, other",Southern Africa,International,39865383,356112,366524,2499,838,crop:planted,116609,29869,739,7707895,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01112AA / Wheat Grain: Winter: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2018-12-31,"RSA Statistics Directorate database, South Africa",
3452,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2018-12-01,2018-12-31,Winter,Harvest,2018-04-01,Winter 2018,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,75.0,1052299.0,7.127251855223658e-05,Oats (Unspecified),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01172AA,"Oats, grain, unspecified",Southern Africa,International,39865388,356112,366524,2499,838,crop:planted,116609,29869,739,7707904,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01172AA / Oats (Unspecified): Winter: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2018-12-31,"RSA Statistics Directorate database, South Africa",
3453,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2018-04-01,2018-04-30,Summer,Harvest,2018-04-30,Summer 2018,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,43000.0,1052299.0,0.04086291063661564,Maize Grain (Yellow),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01122AB,"Maize grain (corn), other, yellow",Southern Africa,International,39865384,356113,366525,2499,838,crop:planted,116609,29869,738,7707897,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01122AB / Maize Grain (Yellow): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2018-04-30,"RSA Statistics Directorate database, South Africa",
3454,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2018-04-01,2018-04-30,Summer,Harvest,2018-04-30,Summer 2018,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,1600.0,1052299.0,0.001520480395781047,Sunflower Seed,ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01445AA,"Sunflower, unspecified",Southern Africa,International,39865391,356113,366525,2499,838,crop:planted,116609,29869,738,7707901,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01445AA / Sunflower Seed: Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2018-04-30,"RSA Statistics Directorate database, South Africa",
3455,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2018-04-01,2018-04-30,Summer,Harvest,2018-04-30,Summer 2018,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,540.0,1052299.0,0.0005131621335761034,Beans (mixed),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01701AA,Common bean family,Southern Africa,International,39865392,356113,366525,2499,838,crop:planted,116609,29869,738,7707902,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01701AA / Beans (mixed): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2018-04-30,"RSA Statistics Directorate database, South Africa",
3456,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2018-04-01,2018-04-30,Summer,Harvest,2018-04-30,Summer 2018,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,3000.0,1052299.0,0.002850900742089463,Soybean (unspecified),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01412AA,"Oilseed, Soybean",Southern Africa,International,39865389,356113,366525,2499,838,crop:planted,116609,29869,738,7707900,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01412AA / Soybean (unspecified): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2018-04-30,"RSA Statistics Directorate database, South Africa",
3457,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2018-04-01,2018-04-30,Summer,Harvest,2018-04-30,Summer 2018,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,0.0,1052299.0,0.0,Sorghum,ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01142AA,"Sorghum grain, other",Southern Africa,International,39865386,356113,366525,2499,838,crop:planted,116609,29869,738,7707899,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01142AA / Sorghum: Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2018-04-30,"RSA Statistics Directorate database, South Africa",
3458,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2018-04-01,2018-04-30,Summer,Harvest,2018-04-30,Summer 2018,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,3600.0,1052299.0,0.0034210808905073557,Maize Grain (White),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01122AC,"Maize grain (corn), other, white",Southern Africa,International,39865385,356113,366525,2499,838,crop:planted,116609,29869,738,7707898,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01122AC / Maize Grain (White): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2018-04-30,"RSA Statistics Directorate database, South Africa",
3459,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2018-04-01,2018-04-30,Summer,Harvest,2018-04-30,Summer 2018,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,2800.0,1052299.0,0.002660840692616832,Groundnuts (In Shell),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01422AA,"Groundnuts in shell, not specified",Southern Africa,International,39865390,356113,366525,2499,838,crop:planted,116609,29869,738,7707896,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01422AA / Groundnuts (In Shell): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2018-04-30,"RSA Statistics Directorate database, South Africa",
3460,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2017-12-01,2017-12-31,Winter,Harvest,2017-04-01,Winter 2017,,,,,,,,,crop_final,,Crop Production,Area Planted,Not Collected,,1051880.0,,Oats (Unspecified),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01172AA,"Oats, grain, unspecified",Southern Africa,International,39865378,356110,366522,2499,838,crop:planted,116609,29869,739,7707904,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01172AA / Oats (Unspecified): Winter: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2017-12-31,"RSA Statistics Directorate database, South Africa",
3461,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2017-12-01,2017-12-31,Winter,Harvest,2017-04-01,Winter 2017,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,38000.0,1051880.0,0.036125793816785184,Wheat Grain,ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01112AA,"Wheat grain, other",Southern Africa,International,39865373,356110,366522,2499,838,crop:planted,116609,29869,739,7707895,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01112AA / Wheat Grain: Winter: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2017-12-31,"RSA Statistics Directorate database, South Africa",
3462,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2017-12-01,2017-12-31,Winter,Harvest,2017-04-01,Winter 2017,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,3500.0,1051880.0,0.003327375746282846,Barley (Unspecified),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01152AA,"Barley grain, unspecified",Southern Africa,International,39865377,356110,366522,2499,838,crop:planted,116609,29869,739,7707903,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01152AA / Barley (Unspecified): Winter: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2017-12-31,"RSA Statistics Directorate database, South Africa",
3463,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2017-04-01,2017-04-30,Summer,Harvest,2017-04-30,Summer 2017,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,3000.0,1051880.0,0.002852036353956725,Soybean (unspecified),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01412AA,"Oilseed, Soybean",Southern Africa,International,39865379,356111,366523,2499,838,crop:planted,116609,29869,738,7707900,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01412AA / Soybean (unspecified): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2017-04-30,"RSA Statistics Directorate database, South Africa",
3464,South Africa,"Crop Estimates Committee, South Africa","CEC, South Africa","Northern Cape, South Africa",Northern Cape,ZA1994A103,South Africa,Northern Cape,,,,,Commercial (PS),2017-04-01,2017-04-30,Summer,Harvest,2017-04-30,Summer 2017,,,,,,,,,crop_final,,Crop Production,Area Planted,Collected,650.0,1051880.0,0.0006179412100239571,Beans (mixed),ZA,"Northern Cape, South Africa (From 01/01/1994): Commercial (PS)",ha,hectare,R01701AA,Common bean family,Southern Africa,International,39865382,356111,366523,2499,838,crop:planted,116609,29869,738,7707902,"CEC, South Africa: Northern Cape, South Africa (From 01/01/1994): Commercial (PS): R01701AA / Beans (mixed): Summer: crop: crop:planted: hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2025-12-24T00:05:13,2025-12-24T00:14:20,2025-12-24T00:09:21,Published,2025-12-24T00:14:20,Ad Hoc,2017-04-30,"RSA Statistics Directorate database, South Africa",
